"orderid","date","customerid","product","quantity","unitprice","shippingaddress","paymentmethod","orderstatus","trackingnumber","itemsincart","couponcode","referralsource","totalprice"
"ORD200280","2023-03-27","C55388","Tablet",3,404.62,"740 Main St","Gift Card","Delivered","TRK75741001",6,"FREESHIP","Instagram",1213.86
"ORD200285","2025-06-10","C67583","Phone",1,338.31,"974 Main St","Online","Delivered","TRK93281700",3,"No Coupon","Google",338.31
"ORD200290","2023-05-05","C24901","Chair",3,99.90,"258 Main St","Cash","Delivered","TRK14029489",8,"FREESHIP","Facebook",299.70
"ORD200291","2024-05-12","C61521","Phone",2,345.01,"670 Main St","Credit Card","Delivered","TRK93676567",6,"FREESHIP","Google",690.02
"ORD200292","2025-01-15","C39639","Monitor",1,65.95,"185 Main St","Credit Card","Delivered","TRK31042152",5,"No Coupon","Facebook",65.95
"ORD200304","2024-10-18","C86762","Monitor",5,408.73,"326 Main St","Gift Card","Delivered","TRK75686292",10,"FREESHIP","Instagram",2043.65
"ORD200307","2023-07-01","C92407","Laptop",3,557.41,"135 Main St","Online","Delivered","TRK11755610",4,"No Coupon","Email",1672.23
"ORD200309","2023-10-03","C63153","Chair",4,549.76,"625 Main St","Debit Card","Delivered","TRK38033305",4,"FREESHIP","Facebook",2199.04
"ORD200313","2023-07-09","C67687","Chair",2,434.30,"978 Main St","Cash","Delivered","TRK22838735",7,"SAVE10","Instagram",868.60
"ORD200314","2023-10-04","C29931","Desk",4,153.09,"540 Main St","Online","Delivered","TRK48712417",4,"FREESHIP","Referral",612.36
"ORD200322","2024-06-14","C48646","Phone",5,231.82,"339 Main St","Debit Card","Delivered","TRK18233748",6,"SAVE10","Facebook",1159.10
"ORD200331","2023-04-15","C78724","Printer",3,422.13,"187 Main St","Online","Delivered","TRK25703134",7,"SAVE10","Facebook",1266.39
"ORD200334","2024-03-26","C90348","Chair",4,224.75,"728 Main St","Online","Delivered","TRK20635777",7,"WINTER15","Facebook",899.00
"ORD200349","2023-11-30","C39648","Chair",1,465.33,"824 Main St","Gift Card","Delivered","TRK56016905",2,"FREESHIP","Google",465.33
"ORD200351","2025-02-15","C94248","Laptop",1,64.66,"494 Main St","Debit Card","Delivered","TRK89406816",4,"No Coupon","Instagram",64.66
"ORD200353","2025-03-28","C16012","Tablet",1,630.82,"171 Main St","Online","Delivered","TRK15195225",5,"FREESHIP","Google",630.82
"ORD200357","2023-07-08","C74982","Laptop",5,408.56,"398 Main St","Debit Card","Delivered","TRK98700702",8,"FREESHIP","Instagram",2042.80
"ORD200359","2023-06-09","C95643","Desk",4,606.57,"303 Main St","Debit Card","Delivered","TRK23286689",5,"WINTER15","Referral",2426.28
"ORD200361","2024-06-29","C53464","Printer",5,659.85,"197 Main St","Credit Card","Delivered","TRK32743531",9,"SAVE10","Facebook",3299.25
"ORD200385","2023-10-31","C56851","Chair",5,191.63,"752 Main St","Gift Card","Delivered","TRK65290904",6,"FREESHIP","Facebook",958.15
"ORD200390","2023-07-14","C55996","Printer",5,508.69,"885 Main St","Cash","Delivered","TRK30547638",10,"FREESHIP","Google",2543.45
"ORD200392","2024-02-28","C95100","Phone",1,627.20,"197 Main St","Online","Delivered","TRK47366265",1,"WINTER15","Email",627.20
"ORD200395","2025-04-25","C30010","Phone",3,127.41,"830 Main St","Gift Card","Delivered","TRK35386084",7,"SAVE10","Referral",382.23
"ORD200404","2023-03-09","C45482","Monitor",2,99.10,"440 Main St","Cash","Delivered","TRK54571699",6,"No Coupon","Instagram",198.20
"ORD200409","2023-06-28","C45187","Desk",5,84.13,"767 Main St","Online","Delivered","TRK12320793",9,"SAVE10","Google",420.65
"ORD200413","2023-10-08","C13923","Tablet",1,118.80,"123 Main St","Online","Delivered","TRK87598790",6,"SAVE10","Email",118.80
"ORD200414","2025-05-04","C11829","Desk",2,139.57,"797 Main St","Cash","Delivered","TRK84229257",4,"WINTER15","Facebook",279.14
"ORD200437","2024-04-18","C63378","Phone",1,512.39,"955 Main St","Online","Delivered","TRK20863705",2,"FREESHIP","Instagram",512.39
"ORD200445","2024-03-23","C94569","Phone",1,487.21,"227 Main St","Cash","Delivered","TRK31351770",3,"SAVE10","Referral",487.21
"ORD200446","2023-10-18","C89592","Laptop",5,509.58,"262 Main St","Online","Delivered","TRK49442402",6,"FREESHIP","Instagram",2547.90
"ORD200466","2023-07-18","C37412","Phone",1,432.47,"895 Main St","Cash","Delivered","TRK97829604",4,"FREESHIP","Referral",432.47
"ORD200468","2025-06-21","C90110","Phone",1,418.36,"998 Main St","Credit Card","Delivered","TRK60203957",5,"FREESHIP","Email",418.36
"ORD200481","2023-04-23","C94568","Laptop",4,484.85,"317 Main St","Debit Card","Delivered","TRK58653915",5,"WINTER15","Referral",1939.40
"ORD200508","2025-05-14","C39550","Phone",1,558.27,"976 Main St","Online","Delivered","TRK24120267",1,"No Coupon","Referral",558.27
"ORD200510","2024-12-16","C72533","Printer",1,376.76,"389 Main St","Debit Card","Delivered","TRK51288986",5,"SAVE10","Email",376.76
"ORD200511","2024-03-15","C11415","Monitor",5,575.24,"267 Main St","Cash","Delivered","TRK65061457",7,"WINTER15","Email",2876.20
"ORD200531","2024-07-02","C64502","Desk",5,320.01,"722 Main St","Gift Card","Delivered","TRK14914388",6,"No Coupon","Referral",1600.05
"ORD200532","2025-05-03","C47365","Laptop",2,41.00,"369 Main St","Online","Delivered","TRK42207882",7,"No Coupon","Email",82.00
"ORD200537","2025-03-23","C68553","Tablet",3,247.47,"385 Main St","Online","Delivered","TRK58218971",4,"SAVE10","Facebook",742.41
"ORD200539","2025-02-18","C53277","Desk",3,531.72,"473 Main St","Gift Card","Delivered","TRK17653832",7,"SAVE10","Google",1595.16
"ORD200547","2023-08-20","C40427","Phone",1,613.98,"411 Main St","Online","Delivered","TRK25392280",4,"FREESHIP","Facebook",613.98
"ORD200548","2024-01-05","C17103","Printer",3,426.12,"922 Main St","Online","Delivered","TRK64398650",5,"WINTER15","Instagram",1278.36
"ORD200551","2023-05-18","C23947","Laptop",1,120.98,"353 Main St","Debit Card","Delivered","TRK74812710",6,"WINTER15","Email",120.98
"ORD200558","2024-07-16","C76766","Phone",4,628.12,"485 Main St","Online","Delivered","TRK32052962",6,"WINTER15","Instagram",2512.48
"ORD200568","2023-03-10","C29072","Laptop",2,343.99,"312 Main St","Online","Delivered","TRK72334047",4,"No Coupon","Google",687.98
"ORD200578","2024-10-10","C50415","Monitor",5,566.07,"587 Main St","Credit Card","Delivered","TRK41345634",6,"SAVE10","Instagram",2830.35
"ORD200580","2023-11-14","C71076","Monitor",2,255.99,"340 Main St","Credit Card","Delivered","TRK65148292",4,"SAVE10","Instagram",511.98
"ORD200581","2024-11-11","C44674","Laptop",1,627.34,"942 Main St","Online","Delivered","TRK87158684",1,"No Coupon","Referral",627.34
"ORD200583","2025-06-15","C27072","Chair",3,154.37,"996 Main St","Gift Card","Delivered","TRK29750379",4,"No Coupon","Instagram",463.11
"ORD200584","2025-03-21","C15257","Chair",4,145.05,"626 Main St","Online","Delivered","TRK28779938",6,"SAVE10","Google",580.20
"ORD200587","2023-06-12","C18820","Monitor",5,514.60,"347 Main St","Gift Card","Delivered","TRK91547425",10,"FREESHIP","Instagram",2573.00
"ORD200588","2024-12-10","C61849","Monitor",4,577.82,"811 Main St","Credit Card","Delivered","TRK47613918",9,"No Coupon","Google",2311.28
"ORD200589","2025-02-10","C84041","Laptop",2,500.80,"900 Main St","Cash","Delivered","TRK84920444",3,"FREESHIP","Referral",1001.60
"ORD200604","2025-06-22","C99214","Chair",3,32.62,"252 Main St","Debit Card","Delivered","TRK81368481",6,"No Coupon","Facebook",97.86
"ORD200621","2023-10-22","C37455","Phone",5,476.01,"146 Main St","Credit Card","Delivered","TRK82685594",7,"WINTER15","Google",2380.05
"ORD200624","2024-01-16","C25967","Tablet",5,341.96,"747 Main St","Debit Card","Delivered","TRK88559278",6,"No Coupon","Email",1709.80
"ORD200632","2023-05-02","C67260","Laptop",5,678.16,"463 Main St","Gift Card","Delivered","TRK38229104",7,"WINTER15","Facebook",3390.80
"ORD200634","2024-04-25","C66906","Printer",2,259.32,"117 Main St","Gift Card","Delivered","TRK31633755",2,"WINTER15","Referral",518.64
"ORD200638","2023-10-15","C66840","Tablet",4,578.27,"547 Main St","Online","Delivered","TRK76929637",9,"WINTER15","Email",2313.08
"ORD200648","2025-01-18","C89674","Monitor",2,575.83,"182 Main St","Online","Delivered","TRK45902512",3,"WINTER15","Referral",1151.66
"ORD200650","2023-05-18","C74499","Desk",2,372.23,"518 Main St","Gift Card","Delivered","TRK93767278",7,"SAVE10","Email",744.46
"ORD200659","2024-10-26","C24301","Phone",2,642.04,"964 Main St","Gift Card","Delivered","TRK55000075",4,"WINTER15","Email",1284.08
"ORD200673","2023-02-21","C46504","Tablet",2,372.92,"131 Main St","Credit Card","Delivered","TRK95024356",7,"SAVE10","Email",745.84
"ORD200674","2024-01-09","C56928","Laptop",4,358.75,"860 Main St","Gift Card","Delivered","TRK57792939",9,"SAVE10","Facebook",1435.00
"ORD200692","2023-01-23","C25534","Desk",5,196.84,"319 Main St","Credit Card","Delivered","TRK68347402",5,"WINTER15","Instagram",984.20
"ORD200698","2023-01-04","C44366","Laptop",2,388.22,"169 Main St","Cash","Delivered","TRK48658394",2,"WINTER15","Instagram",776.44
"ORD200701","2024-06-23","C75456","Monitor",3,92.22,"115 Main St","Credit Card","Delivered","TRK90519490",5,"FREESHIP","Email",276.66
"ORD200704","2023-06-03","C96034","Desk",4,30.27,"819 Main St","Online","Delivered","TRK87261034",9,"FREESHIP","Google",121.08
"ORD200715","2024-07-26","C68266","Printer",3,653.63,"281 Main St","Online","Delivered","TRK96161062",7,"FREESHIP","Email",1960.89
"ORD200717","2023-10-16","C50087","Chair",3,122.11,"707 Main St","Online","Delivered","TRK31143760",4,"WINTER15","Email",366.33
"ORD200721","2024-03-18","C46557","Desk",2,118.59,"890 Main St","Credit Card","Delivered","TRK56110689",2,"No Coupon","Email",237.18
"ORD200726","2024-10-25","C18105","Laptop",4,583.02,"338 Main St","Online","Delivered","TRK94006117",4,"FREESHIP","Facebook",2332.08
"ORD200730","2025-02-22","C77357","Phone",1,474.60,"407 Main St","Debit Card","Delivered","TRK91943923",4,"SAVE10","Email",474.60
"ORD200732","2025-03-07","C80987","Laptop",1,132.05,"787 Main St","Online","Delivered","TRK42187776",2,"No Coupon","Google",132.05
"ORD200739","2024-06-13","C35123","Phone",4,386.73,"513 Main St","Cash","Delivered","TRK58979275",4,"SAVE10","Facebook",1546.92
"ORD200741","2025-01-23","C99683","Monitor",5,332.64,"945 Main St","Gift Card","Delivered","TRK87305883",10,"No Coupon","Referral",1663.20
"ORD200744","2024-06-12","C10642","Tablet",2,461.37,"200 Main St","Cash","Delivered","TRK98725693",5,"SAVE10","Google",922.74
"ORD200747","2025-03-12","C54277","Tablet",2,259.58,"940 Main St","Debit Card","Delivered","TRK26500181",7,"FREESHIP","Instagram",519.16
"ORD200752","2024-10-03","C82217","Phone",4,429.37,"299 Main St","Credit Card","Delivered","TRK33305694",8,"FREESHIP","Google",1717.48
"ORD200757","2024-02-22","C81074","Desk",1,157.72,"597 Main St","Debit Card","Delivered","TRK91105190",2,"FREESHIP","Google",157.72
"ORD200761","2023-06-02","C37235","Desk",4,37.76,"217 Main St","Debit Card","Delivered","TRK67789367",7,"No Coupon","Google",151.04
"ORD200763","2023-04-06","C79142","Laptop",1,569.96,"533 Main St","Online","Delivered","TRK30915955",4,"FREESHIP","Email",569.96
"ORD200767","2025-04-18","C19368","Tablet",2,323.22,"517 Main St","Credit Card","Delivered","TRK80436037",7,"No Coupon","Instagram",646.44
"ORD200769","2023-07-06","C13366","Printer",4,678.55,"568 Main St","Cash","Delivered","TRK98691410",5,"No Coupon","Email",2714.20
"ORD200772","2024-07-28","C33802","Monitor",1,604.87,"461 Main St","Online","Delivered","TRK25799478",4,"No Coupon","Instagram",604.87
"ORD200781","2024-01-10","C43524","Phone",5,524.26,"934 Main St","Gift Card","Delivered","TRK51479426",5,"FREESHIP","Referral",2621.30
"ORD200787","2024-03-17","C18167","Desk",4,221.96,"193 Main St","Cash","Delivered","TRK36841089",7,"No Coupon","Google",887.84
"ORD200789","2023-08-17","C57276","Tablet",5,691.28,"183 Main St","Online","Delivered","TRK75899752",10,"SAVE10","Email",3456.40
"ORD200793","2024-04-15","C91255","Chair",5,170.22,"769 Main St","Debit Card","Delivered","TRK69599961",8,"No Coupon","Referral",851.10
"ORD200794","2023-03-09","C76653","Printer",4,384.85,"988 Main St","Online","Delivered","TRK77052196",9,"FREESHIP","Instagram",1539.40
"ORD200804","2024-01-01","C76362","Chair",3,236.50,"916 Main St","Online","Delivered","TRK11868618",8,"FREESHIP","Email",709.50
"ORD200807","2024-11-10","C82344","Monitor",3,676.21,"260 Main St","Online","Delivered","TRK70957219",5,"SAVE10","Google",2028.63
"ORD200817","2023-10-05","C87994","Chair",4,598.19,"430 Main St","Credit Card","Delivered","TRK98883971",7,"WINTER15","Email",2392.76
"ORD200821","2024-12-14","C40771","Laptop",4,174.49,"259 Main St","Credit Card","Delivered","TRK56310345",5,"SAVE10","Facebook",697.96
"ORD200827","2023-05-25","C95856","Tablet",2,639.88,"432 Main St","Cash","Delivered","TRK58829625",5,"WINTER15","Instagram",1279.76
"ORD200829","2023-02-05","C39551","Monitor",1,76.93,"685 Main St","Debit Card","Delivered","TRK68358007",6,"WINTER15","Instagram",76.93
"ORD200830","2024-12-11","C90310","Tablet",4,190.64,"853 Main St","Cash","Delivered","TRK70028457",5,"SAVE10","Email",762.56
"ORD200837","2025-06-14","C88029","Chair",5,655.55,"282 Main St","Online","Delivered","TRK59701278",5,"No Coupon","Email",3277.75
"ORD200840","2024-01-14","C60699","Chair",3,411.95,"672 Main St","Credit Card","Delivered","TRK88660574",7,"FREESHIP","Referral",1235.85
"ORD200841","2024-09-19","C94658","Printer",2,443.22,"742 Main St","Credit Card","Delivered","TRK51732528",5,"No Coupon","Facebook",886.44
"ORD200845","2023-10-08","C24212","Phone",3,107.36,"808 Main St","Gift Card","Delivered","TRK68894675",5,"FREESHIP","Google",322.08
"ORD200854","2025-06-13","C56938","Laptop",3,372.60,"356 Main St","Credit Card","Delivered","TRK67735987",7,"WINTER15","Referral",1117.80
"ORD200857","2024-03-10","C56506","Phone",3,257.84,"185 Main St","Online","Delivered","TRK86808324",4,"No Coupon","Instagram",773.52
"ORD200860","2024-01-23","C69542","Printer",1,422.54,"876 Main St","Cash","Delivered","TRK20746505",1,"SAVE10","Google",422.54
"ORD200864","2023-05-03","C14240","Desk",1,491.11,"592 Main St","Credit Card","Delivered","TRK58095246",4,"SAVE10","Facebook",491.11
"ORD200867","2024-05-26","C53252","Printer",4,142.58,"351 Main St","Cash","Delivered","TRK65831261",4,"FREESHIP","Facebook",570.32
"ORD200868","2024-06-29","C70452","Monitor",4,316.32,"309 Main St","Debit Card","Delivered","TRK42985882",7,"No Coupon","Facebook",1265.28
"ORD200869","2024-03-17","C29905","Desk",2,533.95,"790 Main St","Online","Delivered","TRK16788127",5,"WINTER15","Google",1067.90
"ORD200870","2025-06-01","C78725","Phone",4,470.09,"541 Main St","Debit Card","Delivered","TRK72001139",4,"FREESHIP","Google",1880.36
"ORD200873","2024-05-12","C53488","Desk",3,136.84,"448 Main St","Cash","Delivered","TRK27365050",3,"SAVE10","Facebook",410.52
"ORD200874","2023-10-31","C92180","Chair",2,488.90,"632 Main St","Cash","Delivered","TRK93315929",7,"FREESHIP","Facebook",977.80
"ORD200875","2023-08-03","C25918","Laptop",5,133.39,"203 Main St","Credit Card","Delivered","TRK66473392",6,"FREESHIP","Referral",666.95
"ORD200882","2025-06-28","C43335","Phone",2,274.12,"533 Main St","Cash","Delivered","TRK91848650",6,"FREESHIP","Referral",548.24
"ORD200883","2025-05-13","C43595","Printer",5,561.48,"451 Main St","Online","Delivered","TRK25317348",9,"FREESHIP","Facebook",2807.40
"ORD200887","2024-12-19","C67932","Chair",3,171.66,"857 Main St","Debit Card","Delivered","TRK88547534",7,"No Coupon","Google",514.98
"ORD200897","2024-09-03","C87995","Laptop",4,481.48,"358 Main St","Gift Card","Delivered","TRK38730545",5,"SAVE10","Instagram",1925.92
"ORD200910","2024-05-31","C36174","Printer",3,308.98,"348 Main St","Cash","Delivered","TRK26397548",3,"SAVE10","Instagram",926.94
"ORD200918","2025-06-24","C74359","Laptop",5,368.25,"706 Main St","Online","Delivered","TRK18250450",5,"No Coupon","Instagram",1841.25
"ORD200926","2024-03-20","C67533","Desk",1,26.95,"672 Main St","Cash","Delivered","TRK14566395",1,"WINTER15","Email",26.95
"ORD200932","2023-03-26","C26118","Laptop",2,72.39,"168 Main St","Online","Delivered","TRK15334251",7,"WINTER15","Instagram",144.78
"ORD200935","2023-11-24","C39593","Phone",3,692.71,"398 Main St","Credit Card","Delivered","TRK62405253",3,"FREESHIP","Instagram",2078.13
"ORD200936","2024-01-12","C50612","Chair",4,56.66,"737 Main St","Online","Delivered","TRK44140968",4,"SAVE10","Instagram",226.64
"ORD200939","2025-04-16","C48510","Laptop",2,521.40,"212 Main St","Cash","Delivered","TRK53152886",7,"SAVE10","Instagram",1042.80
"ORD200944","2024-12-16","C32687","Laptop",2,426.22,"448 Main St","Online","Delivered","TRK98284560",7,"WINTER15","Google",852.44
"ORD200956","2024-04-11","C21191","Phone",2,160.98,"381 Main St","Debit Card","Delivered","TRK86246309",3,"SAVE10","Referral",321.96
"ORD200958","2023-05-13","C82685","Desk",3,158.66,"537 Main St","Gift Card","Delivered","TRK70184320",7,"WINTER15","Email",475.98
"ORD200962","2024-09-06","C12459","Phone",2,142.08,"838 Main St","Gift Card","Delivered","TRK30674085",4,"SAVE10","Referral",284.16
"ORD200970","2024-09-07","C72664","Desk",1,627.15,"241 Main St","Cash","Delivered","TRK86694331",5,"SAVE10","Instagram",627.15
"ORD200972","2024-06-09","C66438","Laptop",1,90.27,"816 Main St","Cash","Delivered","TRK32035271",5,"SAVE10","Facebook",90.27
"ORD200978","2024-06-25","C41508","Printer",4,107.49,"993 Main St","Cash","Delivered","TRK61047536",5,"No Coupon","Google",429.96
"ORD200979","2023-05-31","C75018","Monitor",3,669.06,"299 Main St","Cash","Delivered","TRK51794806",7,"SAVE10","Facebook",2007.18
"ORD200980","2023-10-14","C84320","Chair",3,69.65,"107 Main St","Cash","Delivered","TRK81093218",7,"WINTER15","Instagram",208.95
"ORD200985","2024-07-20","C92788","Desk",1,243.71,"948 Main St","Gift Card","Delivered","TRK83835361",6,"SAVE10","Google",243.71
"ORD200993","2024-04-06","C61384","Monitor",3,267.45,"576 Main St","Gift Card","Delivered","TRK33323210",5,"WINTER15","Instagram",802.35
"ORD200994","2024-06-27","C27613","Tablet",4,615.65,"971 Main St","Debit Card","Delivered","TRK63701318",9,"WINTER15","Google",2462.60
"ORD200996","2024-04-28","C28648","Monitor",4,473.86,"101 Main St","Debit Card","Delivered","TRK92240846",7,"SAVE10","Facebook",1895.44
"ORD200997","2023-11-27","C26210","Laptop",3,444.75,"805 Main St","Cash","Delivered","TRK40616861",6,"SAVE10","Facebook",1334.25
"ORD201000","2023-06-21","C90132","Printer",5,260.93,"582 Main St","Online","Delivered","TRK52664903",9,"SAVE10","Email",1304.65
"ORD201006","2024-05-27","C27435","Tablet",5,420.98,"860 Main St","Cash","Delivered","TRK91458233",7,"SAVE10","Facebook",2104.90
"ORD201008","2023-01-13","C62557","Monitor",3,410.88,"257 Main St","Cash","Delivered","TRK12742366",8,"FREESHIP","Instagram",1232.64
"ORD201009","2023-09-02","C54494","Tablet",2,176.46,"696 Main St","Credit Card","Delivered","TRK95958645",2,"FREESHIP","Email",352.92
"ORD201016","2023-12-29","C20257","Tablet",5,268.78,"669 Main St","Debit Card","Delivered","TRK62135578",7,"WINTER15","Email",1343.90
"ORD201017","2024-08-25","C51694","Chair",2,680.85,"953 Main St","Gift Card","Delivered","TRK83122112",6,"FREESHIP","Referral",1361.70
"ORD201018","2023-07-08","C77499","Laptop",3,182.48,"209 Main St","Cash","Delivered","TRK20703086",3,"No Coupon","Instagram",547.44
"ORD201020","2024-04-22","C50211","Tablet",2,26.50,"312 Main St","Online","Delivered","TRK47787981",3,"SAVE10","Instagram",53.00
